DICひずみ,DIC応力
0.005488474,7.767139389
0.006586169,7.826205088
0.006311745,7.885270787
0.006586169,7.855737937
0.006311745,7.885270787
0.006311745,7.944336485
0.006311745,7.944336485
0.006586169,8.003402184
0.006860593,8.092000732
0.006037322,8.092000732
0.006311745,8.121533582
0.006311745,8.180599281
0.006860593,8.180599281
0.006860593,8.180599281
0.006311745,8.298730678
0.006586169,8.328263528
0.007135016,8.328263528
0.006311745,8.357796377
0.006311745,8.357796377
0.006311745,8.357796377
0.006586169,8.446394925
0.007135016,8.416862076
0.006311745,8.564526323
0.00740944,8.564526323
0.006586169,8.534993473
0.006586169,8.623592021
0.006311745,8.68265772
0.006311745,8.71219057
0.005488474,8.741723419
0.006311745,8.800789118
0.007135016,8.800789118
0.006311745,8.859854817
0.006860593,8.889387666
0.006860593,8.977986214
0.006586169,8.977986214
0.007135016,8.977986214
0.00740944,8.977986214
0.007135016,9.066584762
0.006311745,9.125650461
0.007135016,9.066584762
0.007135016,9.15518331
0.007135016,9.15518331
0.00740944,9.243781859
0.00740944,9.273314708
0.00740944,9.243781859
0.00740944,9.361913256
0.006586169,9.361913256
0.00740944,9.450511804
0.007958288,9.391446106
0.00740944,9.450511804
0.007958288,9.568643202
0.008232711,9.539110352
0.00740944,9.627708901
0.00740944,9.716307449
0.00740944,9.716307449
0.00740944,9.716307449
0.007135016,9.834438846
0.007683864,9.804905997
0.00740944,9.863971696
0.00740944,9.982103093
0.00740944,10.01163594
0.007958288,10.01163594
0.008232711,10.12976734
0.007683864,10.15930019
0.007958288,10.18883304
0.00740944,10.33649729
0.007958288,10.18883304
0.008232711,10.27743159
0.00740944,10.30696444
0.008507135,10.42509583
0.007683864,10.39556298
0.00740944,10.42509583
0.008232711,10.48416153
0.008507135,10.51369438
0.007958288,10.57276008
0.00740944,10.54322723
0.007958288,10.60229293
0.008781559,10.69089148
0.008507135,10.74995718
0.008507135,10.69089148
0.008781559,10.74995718
0.008507135,10.83855573
0.008507135,10.80902288
0.008507135,10.80902288
0.007683864,10.77949003
0.008781559,10.92715427
0.008781559,10.92715427
0.008507135,11.01575282
0.007683864,11.01575282
0.007958288,11.10435137
0.008781559,11.16341707
0.008781559,11.19294992
0.008781559,11.22248277
0.008507135,11.22248277
0.008507135,11.31108132
0.008507135,11.25201562
0.008232711,11.34061417
0.009330406,11.37014701
0.00960483,11.37014701
0.008781559,11.45874556
0.008507135,11.48827841
0.00960483,11.48827841
0.009330406,11.60640981
0.007958288,11.54734411
0.008232711,11.60640981
0.008781559,11.63594266
0.008507135,11.66547551
0.008781559,11.69500836
0.00960483,11.72454121
0.009330406,11.75407406
0.00960483,11.78360691
0.009330406,11.8426726
0.009330406,11.81313976
0.008781559,11.87220545
0.008781559,11.9017383
0.008781559,11.9017383
0.009879254,11.93127115
0.009330406,11.99033685
0.00960483,11.960804
0.010428101,12.1380011
0.009879254,12.16753395
0.00960483,12.16753395
0.00960483,12.1970668
0.009330406,12.16753395
0.00960483,12.2561325
0.009330406,12.31519819
0.008781559,12.37426389
0.00960483,12.34473104
0.009879254,12.31519819
0.009330406,12.43332959
0.008781559,12.40379674
0.009330406,12.49239529
0.00960483,12.58099384
0.009879254,12.58099384
0.009879254,12.58099384
0.010428101,12.66959239
0.009879254,12.66959239
0.010428101,12.66959239
0.010153677,12.66959239
0.009879254,12.75819094
0.010428101,12.75819094
0.009879254,12.78772379
0.010428101,12.81725663
0.009879254,12.87632233
0.010428101,12.93538803
0.010428101,13.02398658
0.009879254,12.93538803
0.009879254,12.99445373
0.010428101,13.02398658
0.009879254,13.05351943
0.010428101,13.14211798
0.00960483,13.17165083
0.010702525,13.14211798
0.010702525,13.14211798
0.00960483,13.20118368
0.010702525,13.17165083
0.010702525,13.23071653
0.010702525,13.37838077
0.010702525,13.40791362
0.010428101,13.34884792
0.010702525,13.40791362
0.010428101,13.46697932
0.010153677,13.46697932
0.010702525,13.58511072
0.010976948,13.61464357
0.011525796,13.55557787
0.010976948,13.64417642
0.011251372,13.67370927
0.011525796,13.70324212
0.011251372,13.70324212
0.010702525,13.79184066
0.010976948,13.79184066
0.010702525,13.82137351
0.010976948,13.88043921
0.011525796,13.96903776
0.011525796,13.88043921
0.011525796,13.99857061
0.011525796,13.90997206
0.011251372,14.05763631
0.011525796,13.99857061
0.010702525,14.08716916
0.010976948,14.08716916
0.01180022,14.11670201
0.010976948,14.17576771
0.011525796,14.23483341
0.012074643,14.23483341
0.012349067,14.2938991
0.011525796,14.32343195
0.01180022,14.3529648
0.010976948,14.4120305
0.012074643,14.4710962
0.012074643,14.50062905
0.012074643,14.55969475
0.012349067,14.55969475
0.012074643,14.6482933
0.01180022,14.55969475
0.012074643,14.707359
0.012074643,14.73689184
0.012074643,14.79595754
0.012074643,14.76642469
0.012074643,14.85502324
0.012349067,14.85502324
0.012074643,14.94362179
0.012074643,14.97315464
0.012349067,14.97315464
0.013172338,15.03222034
0.012897914,15.06175319
0.012623491,15.03222034
0.012074643,15.09128604
0.012074643,15.17988459
0.012897914,15.17988459
0.013172338,15.26848313
0.012623491,15.23895028
0.012897914,15.35708168
0.012349067,15.44568023
0.012897914,15.41614738
0.012897914,15.41614738
0.012897914,15.41614738
0.012349067,15.50474593
0.012623491,15.50474593
0.012897914,15.56381163
0.013172338,15.56381163
0.013172338,15.65241018
0.012897914,15.62287733
0.013172338,15.68194303
0.012897914,15.71147587
0.013172338,15.74100872
0.013172338,15.82960727
0.013446762,15.80007442
0.012349067,15.77054157
0.013172338,15.82960727
0.013446762,15.82960727
0.013172338,15.88867297
0.013172338,15.97727152
0.013172338,16.00680437
0.013172338,16.03633722
0.012897914,16.03633722
0.013446762,16.12493577
0.012897914,16.15446862
0.013446762,16.12493577
0.013995609,16.18400146
0.013995609,16.27260001
0.013721186,16.27260001
0.013172338,16.24306716
0.013995609,16.30213286
0.014544457,16.30213286
0.013721186,16.36119856
0.013995609,16.39073141
0.014270033,16.44979711
0.013995609,16.47932996
0.013172338,16.44979711
0.013995609,16.53839566
0.014544457,16.53839566
0.013995609,16.56792851
0.014270033,16.62699421
0.014544457,16.53839566
0.014270033,16.62699421
0.013995609,16.65652706
0.014270033,16.6860599
0.014544457,16.71559275
0.014270033,16.71559275
0.014544457,16.71559275
0.014270033,16.83372415
0.014544457,16.83372415
0.015367728,16.8041913
0.014270033,16.89278985
0.014270033,16.9223227
0.013995609,16.9813884
0.014270033,16.95185555
0.014270033,16.9813884
0.014544457,16.95185555
0.01481888,17.0404541
0.015093304,17.0404541
0.015367728,17.12905265
0.014544457,17.18811834
0.015367728,17.0995198
0.01481888,17.15858549
0.014270033,17.18811834
0.014544457,17.21765119
0.015093304,17.18811834
0.015642151,17.21765119
0.015367728,17.24718404
0.015367728,17.27671689
0.015093304,17.30624974
0.015367728,17.27671689
0.015093304,17.33578259
0.01481888,17.30624974
0.015093304,17.39484829
0.01481888,17.36531544
0.01481888,17.33578259
0.015367728,17.33578259
0.015367728,17.42438114
0.015367728,17.42438114
0.015642151,17.45391399
0.015093304,17.42438114
0.015367728,17.42438114
0.01481888,17.57204539
0.015367728,17.54251254
0.015642151,17.54251254
0.016739846,17.60157824
0.016465423,17.54251254
0.015367728,17.63111108
0.016465423,17.63111108
0.015916575,17.69017678
0.015916575,17.69017678
0.016190999,17.74924248
0.016190999,17.77877533
0.016190999,17.69017678
0.016739846,17.83784103
0.015642151,17.86737388
0.015367728,17.83784103
0.016190999,17.80830818
0.015367728,17.89690673
0.015367728,17.89690673
0.015642151,17.98550528
0.015367728,18.04457098
0.015093304,17.95597243
0.016465423,18.01503813
0.016190999,18.07410383
0.016465423,18.04457098
0.016465423,18.13316952
0.015642151,18.10363668
0.016465423,18.19223522
0.015916575,18.22176807
0.016465423,18.31036662
0.016465423,18.22176807
0.016465423,18.28083377
0.016739846,18.28083377
0.016465423,18.31036662
0.016465423,18.33989947
0.016465423,18.31036662
0.016465423,18.39896517
0.016465423,18.45803087
0.017563117,18.39896517
0.016739846,18.45803087
0.016739846,18.54662942
0.017288694,18.45803087
0.016465423,18.54662942
0.016465423,18.51709657
0.017563117,18.60569511
0.017288694,18.60569511
0.01701427,18.60569511
0.016465423,18.63522796
0.017288694,18.69429366
0.016739846,18.66476081
0.017288694,18.66476081
0.017837541,18.78289221
0.016465423,18.72382651
0.017288694,18.69429366
0.017288694,18.75335936
0.016739846,18.72382651
0.01701427,18.87149076
0.017563117,18.78289221
0.017563117,18.84195791
0.017837541,18.90102361
0.017563117,18.90102361
0.016465423,18.93055646
0.017288694,18.90102361
0.01701427,19.0782207
0.01701427,18.98962216
0.017563117,18.98962216
0.017563117,19.01915501
0.017837541,18.98962216
0.016739846,19.0782207
0.017288694,19.16681925
0.017563117,19.04868786
0.017288694,19.16681925
0.018111965,19.16681925
0.018386389,19.1372864
0.017837541,19.2554178
0.017837541,19.16681925
0.017837541,19.22588495
0.018111965,19.2554178
0.018386389,19.2554178
0.018386389,19.4326149
0.018386389,19.3144835
0.018111965,19.40308205
0.017288694,19.34401635
0.018386389,19.40308205
0.018111965,19.34401635
0.018111965,19.4326149
0.018386389,19.4916806
0.018386389,19.46214775
0.018386389,19.4916806
0.018386389,19.52121345
0.018386389,19.5507463
0.017837541,19.52121345
0.018660812,19.60981199
0.018386389,19.60981199
0.018660812,19.63934484
0.018386389,19.69841054
0.018660812,19.72794339
0.018660812,19.66887769
0.018386389,19.69841054
0.018386389,19.69841054
0.018660812,19.75747624
0.018660812,19.69841054
0.018660812,19.78700909
0.018935236,19.78700909
0.018660812,19.84607479
0.018660812,19.84607479
0.01920966,19.84607479
0.018660812,19.87560764
0.018660812,19.87560764
0.018660812,19.96420619
0.019484083,19.93467334
0.019484083,19.96420619
0.018660812,19.93467334
0.01920966,19.99373904
0.018660812,19.99373904
0.01920966,20.05280473
0.019484083,20.05280473
0.019758507,20.02327189
0.019484083,20.02327189
0.018660812,19.99373904
0.01920966,20.11187043
0.01920966,20.14140328
0.018660812,20.05280473
0.019484083,20.14140328
0.019758507,20.05280473
0.019484083,20.20046898
0.019758507,20.11187043
0.019484083,20.05280473
0.019758507,20.11187043
0.019758507,20.08233758
0.019758507,20.20046898
0.020032931,20.23000183
0.019758507,20.20046898
0.020581778,20.11187043
0.019758507,20.17093613
0.019758507,20.37766608
0.018660812,20.31860038
0.019758507,20.31860038
0.019758507,20.40719893
0.019758507,20.34813323
0.018935236,20.43673178
0.019758507,20.52533032
0.019484083,20.49579748
0.020307355,20.46626463
0.019758507,20.46626463
0.020581778,20.55486317
0.019484083,20.52533032
0.020032931,20.55486317
0.019484083,20.52533032
0.019758507,20.55486317
0.019758507,20.58439602
0.019758507,20.64346172
0.019484083,20.67299457
0.020032931,20.67299457
0.019758507,20.73206027
0.019758507,20.70252742
0.019758507,20.67299457
0.019758507,20.70252742
0.019758507,20.70252742
0.020307355,20.67299457
0.020307355,20.70252742
0.019484083,20.64346172
0.019758507,20.73206027
0.020032931,20.82065882
0.020032931,20.82065882
0.019484083,20.85019167
0.019758507,20.90925737
0.020307355,20.87972452
0.020032931,20.96832307
0.020581778,20.93879022
0.020032931,20.93879022
0.020581778,21.02738876
0.020581778,21.02738876
0.020307355,20.96832307
0.020307355,21.05692161
0.020032931,21.02738876
0.020032931,21.05692161
0.021130626,21.11598731
0.020581778,21.17505301
0.020581778,21.14552016
0.020856202,21.17505301
0.020581778,21.29318441
0.020581778,21.26365156
0.020581778,21.20458586
0.020581778,21.26365156
0.021130626,21.26365156
0.021405049,21.29318441
0.021130626,21.35225011
0.020856202,21.32271726
0.020581778,21.41131581
0.021130626,21.44084866
0.021679473,21.49991435
0.021405049,21.47038151
0.020856202,21.47038151
0.021679473,21.49991435
0.021679473,21.49991435
0.021953897,21.5294472
0.021679473,21.55898005
0.021130626,21.67711145
0.020856202,21.5885129
0.021405049,21.6475786
0.021405049,21.61804575
0.020856202,21.7066443
0.021405049,21.7066443
0.021953897,21.76571
0.021953897,21.73617715
0.021953897,21.73617715
0.021405049,21.79524285
0.021679473,21.85430855
0.021679473,21.8247757
0.021130626,21.91337425
0.021130626,21.85430855
0.021953897,21.91337425
0.021405049,21.91337425
0.021953897,21.91337425
0.020581778,22.00197279
0.021953897,22.00197279
0.021953897,21.97243994
0.021405049,22.06103849
0.021679473,22.09057134
0.021953897,22.06103849
0.021953897,22.14963704
0.021405049,22.14963704
0.021953897,22.03150564
0.021405049,22.14963704
0.022228321,22.17916989
0.022228321,22.14963704
0.021953897,22.17916989
0.021953897,22.17916989
0.021953897,22.23823559
0.022228321,22.23823559
0.022228321,22.26776844
0.021953897,22.26776844
0.022777168,22.29730129
0.021953897,22.29730129
0.022228321,22.26776844
0.022228321,22.35636699
0.022777168,22.35636699
0.021953897,22.32683414
0.022228321,22.41543269
0.022777168,22.44496554
0.021953897,22.38589984
0.022228321,22.50403123
0.022228321,22.50403123
0.023051592,22.47449838
0.022777168,22.50403123
0.023051592,22.53356408
0.023051592,22.59262978
0.022228321,22.59262978
0.022777168,22.59262978
0.023326015,22.65169548
0.023326015,22.68122833
0.023326015,22.62216263
0.023051592,22.65169548
0.023874863,22.68122833
0.023326015,22.68122833
0.023600439,22.74029403
0.023051592,22.76982688
0.023600439,22.74029403
0.022777168,22.79935973
0.023051592,22.88795828
0.022777168,22.91749113
0.023326015,22.94702397
0.023600439,22.97655682
0.023874863,22.91749113
0.023051592,23.00608967
0.022777168,22.94702397
0.023874863,22.94702397
0.023600439,22.97655682
0.023051592,23.03562252
0.023326015,23.09468822
0.023326015,23.12422107
0.023874863,23.09468822
0.023874863,23.06515537
0.024149286,23.15375392
0.023600439,23.21281962
0.023874863,23.21281962
0.023874863,23.24235247
0.023874863,23.24235247
0.023600439,23.24235247
0.023326015,23.30141817
0.023326015,23.27188532
0.024698134,23.30141817
0.023874863,23.36048387
0.02442371,23.33095102
0.02442371,23.39001672
0.02442371,23.39001672
0.024149286,23.39001672
0.024698134,23.39001672
0.023874863,23.44908241
0.024698134,23.47861526
0.024698134,23.50814811
0.024972558,23.53768096
0.024149286,23.59674666
0.02442371,23.53768096
0.024149286,23.56721381
0.025246981,23.56721381
0.023874863,23.59674666
0.024972558,23.65581236
0.02442371,23.65581236
0.02442371,23.65581236
0.024149286,23.71487806
0.024149286,23.71487806
0.024972558,23.74441091
0.02442371,23.68534521
0.024698134,23.68534521
0.025521405,23.65581236
0.025521405,23.74441091
0.025521405,23.77394376
0.025246981,23.80347661
0.025246981,23.86254231
0.025246981,23.89207516
0.024972558,23.86254231
0.024698134,23.921608
0.025246981,23.86254231
0.025246981,23.89207516
0.025246981,23.89207516
0.025521405,23.95114085
0.024972558,24.01020655
0.02442371,23.95114085
0.025795829,24.01020655
0.025521405,24.0988051
0.024972558,24.0988051
0.025521405,24.0988051
0.0266191,24.1578708
0.025521405,24.0988051
0.026070252,24.18740365
0.025795829,24.18740365
0.026070252,24.1578708
0.02442371,24.2760022
0.025246981,24.24646935
0.026344676,24.2760022
0.026344676,24.30553505
0.026344676,24.2760022
0.0266191,24.39413359
0.026344676,24.3350679
0.026344676,24.3350679
0.026070252,24.39413359
0.026070252,24.39413359
0.026344676,24.45319929
0.026344676,24.45319929
0.025521405,24.48273214
0.026070252,24.48273214
0.026893524,24.45319929
0.026344676,24.51226499
0.026344676,24.57133069
0.026344676,24.54179784
0.026344676,24.63039639
0.025795829,24.63039639
0.026070252,24.60086354
0.026344676,24.63039639
0.026344676,24.63039639
0.027167947,24.71899494
0.027167947,24.71899494
0.027167947,24.71899494
0.026893524,24.71899494
0.026344676,24.80759349
0.027442371,24.77806064
0.0266191,24.74852779
0.027167947,24.80759349
0.027442371,24.80759349
0.027442371,24.74852779
0.027442371,24.86665919
0.026893524,24.86665919
0.027442371,24.89619203
0.027442371,24.89619203
0.027442371,24.95525773
0.027442371,24.92572488
0.026893524,24.95525773
0.0266191,24.95525773
0.027442371,25.01432343
0.027442371,24.98479058
0.027167947,25.04385628
0.027716795,25.01432343
0.027991218,25.07338913
0.027442371,25.07338913
0.026893524,25.10292198
0.027991218,25.19152053
0.027716795,25.16198768
0.027442371,25.22105338
0.027167947,25.13245483
0.027991218,25.19152053
0.027716795,25.28011908
0.027716795,25.33918478
0.027716795,25.33918478
0.028540066,25.33918478
0.027991218,25.36871762
0.028265642,25.33918478
0.028265642,25.39825047
0.028265642,25.42778332
0.028265642,25.42778332
0.02881449,25.42778332
0.027442371,25.42778332
0.028540066,25.45731617
0.028540066,25.48684902
0.029088913,25.51638187
0.028540066,25.57544757
0.02881449,25.57544757
0.028540066,25.60498042
0.027716795,25.54591472
0.028540066,25.60498042
0.028540066,25.60498042
0.02881449,25.60498042
0.029088913,25.69357897
0.029637761,25.69357897
0.02881449,25.66404612
0.029088913,25.69357897
0.02881449,25.72311182
0.028540066,25.75264467
0.029363337,25.78217752
0.029363337,25.72311182
0.029637761,25.84124321
0.029363337,25.72311182
0.029637761,25.84124321
0.02881449,25.90030891
0.029363337,25.84124321
0.02881449,25.90030891
0.029363337,25.92984176
0.029637761,25.92984176
0.029637761,25.98890746
0.029363337,25.92984176
0.02881449,26.04797316
0.029637761,26.01844031
0.029637761,26.04797316
0.029637761,25.98890746
0.029637761,26.07750601
0.029637761,26.04797316
0.029637761,26.10703886
0.029637761,26.13657171
0.029637761,26.13657171
0.030461032,26.10703886
0.029363337,26.19563741
0.029637761,26.19563741
0.029637761,26.22517026
0.029912184,26.22517026
0.029912184,26.19563741
0.029363337,26.22517026
0.030461032,26.25470311
0.029637761,26.31376881
0.030735456,26.34330165
0.030461032,26.28423596
0.030186608,26.3728345
0.029637761,26.3728345
0.030735456,26.34330165
0.029912184,26.3728345
0.029912184,26.3728345
0.030461032,26.4319002
0.029912184,26.4319002
0.030461032,26.40236735
0.030735456,26.52049875
0.030735456,26.5500316
0.029912184,26.5500316
0.030461032,26.5500316
0.030461032,26.57956445
0.031009879,26.52049875
0.031284303,26.5500316
0.031284303,26.5500316
0.030735456,26.6090973
0.03183315,26.6090973
0.030735456,26.63863015
0.031558727,26.63863015
0.030186608,26.69769585
0.031009879,26.75676155
0.030735456,26.7272287
0.032107574,26.75676155
0.030735456,26.81582724
0.031009879,26.7862944
0.031558727,26.81582724
0.03183315,26.7272287
0.031558727,26.81582724
0.032107574,26.96349149
0.031284303,26.93395864
0.031558727,26.87489294
0.03183315,26.90442579
0.032107574,26.93395864
0.031284303,26.93395864
0.031558727,27.05209004
0.031558727,26.96349149
0.031558727,27.02255719
0.03183315,26.99302434
0.03183315,27.02255719
0.03183315,27.05209004
0.03183315,27.08162289
0.03183315,27.08162289
0.032107574,27.14068859
0.03183315,27.14068859
0.032107574,27.11115574
0.032107574,27.14068859
0.032656422,27.17022144
0.03183315,27.19975429
0.031558727,27.17022144
0.031558727,27.22928714
0.03183315,27.22928714
0.03183315,27.22928714
0.032107574,27.25881999
0.032107574,27.19975429
0.032107574,27.28835283
0.032930845,27.17022144
0.032107574,27.28835283
0.032107574,27.34741853
0.032656422,27.34741853
0.032381998,27.43601708
0.032381998,27.40648423
0.032656422,27.37695138
0.032930845,27.49508278
0.032381998,27.46554993
0.033205269,27.46554993
0.032107574,27.49508278
0.032930845,27.52461563
0.032930845,27.55414848
0.033205269,27.55414848
0.033479693,27.58368133
0.033479693,27.64274703
0.032656422,27.58368133
0.032930845,27.64274703
0.033205269,27.61321418
0.032930845,27.67227988
0.033205269,27.70181273
0.033479693,27.76087843
0.033479693,27.70181273
0.03402854,27.76087843
0.032930845,27.79041127
0.032930845,27.76087843
0.033754116,27.76087843
0.033754116,27.79041127
0.03402854,27.79041127
0.033479693,27.81994412
0.034302964,27.76087843
0.033479693,27.90854267
0.033754116,27.87900982
0.033754116,27.84947697
0.034851811,27.81994412
0.03402854,27.84947697
0.03402854,27.96760837
0.034577387,27.90854267
0.034302964,27.96760837
0.03402854,27.96760837
0.034851811,28.05620692
0.035126235,28.05620692
0.03402854,28.02667407
0.034302964,28.05620692
0.034577387,28.11527262
0.03402854,28.11527262
0.03402854,28.14480547
0.034851811,28.17433832
0.035126235,28.20387117
0.035400659,28.14480547
0.034851811,28.17433832
0.034851811,28.26293686
0.034302964,28.17433832
0.035126235,28.23340402
0.035126235,28.23340402
0.034851811,28.26293686
0.034851811,28.32200256
0.034302964,28.32200256
0.035126235,28.29246971
0.034302964,28.32200256
0.034851811,28.29246971
0.035675082,28.32200256
0.035400659,28.35153541
0.035400659,28.35153541
0.035126235,28.35153541
0.035126235,28.46966681
0.035126235,28.41060111
0.035675082,28.41060111
0.035949506,28.46966681
0.03622393,28.44013396
0.035400659,28.49919966
0.035126235,28.55826536
0.035126235,28.58779821
0.035126235,28.52873251
0.035949506,28.55826536
0.035949506,28.58779821
0.035949506,28.61733106
0.035675082,28.61733106
0.035400659,28.61733106
0.03622393,28.70592961
0.03622393,28.64686391
0.035949506,28.7649953
0.036498353,28.73546245
0.03622393,28.7649953
0.035949506,28.7649953
0.035949506,28.7649953
0.03622393,28.85359385
0.03622393,28.73546245
0.03622393,28.85359385
0.037321625,28.79452815
0.036772777,28.824061
0.03622393,28.79452815
0.036498353,28.9421924
0.03622393,28.79452815
0.03622393,28.8831267
0.037321625,28.91265955
0.037047201,28.8831267
0.037047201,29.0012581
0.037321625,29.0012581
0.037047201,29.0012581
0.036772777,29.0012581
