番号,日付,時間,ms,CHU1-1,CHU1-2,CHU1-3,CHU1-4,CHU2-1,CHU2-2,CHU2-3,CHU2-4,CHU2-5,CHU2-6,CHU2-7,CHU2-8,CHU2-9,CHU2-10,AlarmU1,AlarmU2,AlarmOut,MarkEvent
NO.,Date,Time,ms," V"," V"," V"," V"," V"," V"," V"," V"," V"," V"," V"," V"," V"," V","A1234567890","A1234567890","AO1234567890","Alarm/Info/x/User12345678"
10940,2024-12-18,16:51:06,390,-0.005,-0.002,-0.002,-0.004,+0.03,+0.04,+0.01,+0.04,+0.03,+8.113,+0.763,+0.03,-0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10941,2024-12-18,16:51:06,400,-0.005,-0.001,-0.001,-0.006,+0.03,+0.01,+0.03,+0.04,+0.01,+8.111,+0.762,+0.01,-0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10942,2024-12-18,16:51:06,410,-0.004,-0.001,-0.002,-0.005,+0.01,+0.01,+0.01,+0.04,+0.06,+8.109,+0.761,+0.03,+0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10943,2024-12-18,16:51:06,420,-0.006,-0.002,-0.002,-0.003,+0.03,+0.03,+0.01,+0.04,+0.03,+8.113,+0.762,+0.01,-0.02,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10944,2024-12-18,16:51:06,430,-0.006,-0.003,-0.002,-0.005,+0.05,+0.03,+0.01,+0.05,+0.04,+8.112,+0.762,+0.03,+0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10945,2024-12-18,16:51:06,440,-0.007,-0.001,-0.004,-0.007,+0.02,+0.02,+0.01,+0.06,+0.03,+8.112,+0.764,+0.03,+0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10946,2024-12-18,16:51:06,450,-0.007,+0.001,-0.002,-0.005,+0.01,+0.04,+0.03,+0.04,+0.02,+8.117,+0.762,+0.02,+0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10947,2024-12-18,16:51:06,460,-0.005,-0.002,-0.003,-0.004,+0.01,+0.02,+0.01,+0.06,+0.03,+8.116,+0.763,+0.04,-0.04,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10948,2024-12-18,16:51:06,470,-0.007,-0.002,-0.005,-0.006,+0.03,+0.02,+0.03,+0.04,+0.05,+8.118,+0.763,+0.00,+0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10949,2024-12-18,16:51:06,480,-0.005,+0.000,-0.002,-0.006,+0.01,+0.03,-0.01,+0.04,+0.02,+8.117,+0.762,+0.04,-0.02,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10950,2024-12-18,16:51:06,490,-0.006,-0.001,-0.002,-0.003,+0.03,-0.02,-0.01,+0.06,+0.06,+8.117,+0.763,+0.03,+0.02,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10951,2024-12-18,16:51:06,500,-0.005,-0.003,-0.003,-0.004,+0.03,+0.03,+0.03,+0.04,+0.01,+8.120,+0.763,+0.01,+0.00,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10952,2024-12-18,16:51:06,510,-0.006,-0.003,-0.002,-0.005,+0.04,+0.01,+0.03,+0.04,+0.03,+8.120,+0.761,+0.02,+0.00,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10953,2024-12-18,16:51:06,520,-0.007,-0.001,-0.003,-0.006,+0.04,+0.04,+0.00,+0.04,+0.01,+8.118,+0.762,+0.05,+0.00,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10954,2024-12-18,16:51:06,530,-0.008,+0.000,-0.002,-0.004,+0.03,+0.03,+0.01,+0.04,+0.03,+8.117,+0.762,+0.04,+0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10955,2024-12-18,16:51:06,540,-0.008,-0.003,-0.002,-0.005,+0.03,+0.04,-0.01,+0.04,+0.01,+8.117,+0.762,+0.03,-0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10956,2024-12-18,16:51:06,550,-0.007,-0.002,-0.004,-0.004,+0.03,+0.03,+0.01,+0.05,+0.04,+8.120,+0.762,+0.01,+0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10957,2024-12-18,16:51:06,560,-0.005,-0.002,-0.002,-0.005,+0.01,+0.03,+0.01,+0.03,+0.05,+8.118,+0.759,+0.04,+0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10958,2024-12-18,16:51:06,570,-0.006,+0.000,-0.001,-0.004,+0.01,+0.01,+0.01,+0.04,+0.04,+8.119,+0.766,+0.04,+0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10959,2024-12-18,16:51:06,580,-0.005,-0.004,-0.004,-0.005,+0.02,+0.04,-0.01,+0.05,+0.04,+8.117,+0.762,-0.03,-0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10960,2024-12-18,16:51:06,590,-0.005,-0.002,-0.001,-0.006,+0.03,+0.01,-0.01,+0.04,+0.04,+8.118,+0.762,+0.01,-0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10961,2024-12-18,16:51:06,600,-0.006,-0.001,-0.003,-0.004,+0.04,+0.01,+0.01,+0.04,+0.03,+8.120,+0.763,+0.01,-0.04,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10962,2024-12-18,16:51:06,610,-0.008,-0.001,-0.004,-0.005,+0.03,+0.04,+0.04,+0.04,+0.04,+8.120,+0.762,+0.01,+0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10963,2024-12-18,16:51:06,620,-0.007,-0.003,-0.002,-0.004,+0.02,+0.02,+0.01,+0.05,+0.04,+8.119,+0.766,+0.03,+0.02,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10964,2024-12-18,16:51:06,630,-0.007,-0.002,-0.003,-0.005,+0.03,+0.01,+0.01,+0.05,+0.05,+8.120,+0.762,+0.01,-0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10965,2024-12-18,16:51:06,640,-0.007,-0.002,-0.004,-0.004,+0.03,+0.01,+0.01,+0.04,+0.04,+8.120,+0.766,+0.01,-0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10966,2024-12-18,16:51:06,650,-0.007,+0.001,-0.002,-0.004,+0.04,+0.00,+0.01,+0.06,+0.03,+8.128,+0.762,+0.03,-0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10967,2024-12-18,16:51:06,660,-0.007,-0.003,-0.002,-0.006,+0.01,+0.04,+0.02,+0.07,+0.04,+8.130,+0.764,+0.01,-0.02,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10968,2024-12-18,16:51:06,670,-0.006,-0.002,-0.002,-0.005,+0.01,+0.01,+0.02,+0.04,+0.02,+8.129,+0.763,+0.01,-0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10969,2024-12-18,16:51:06,680,-0.005,-0.001,-0.002,-0.004,+0.04,+0.04,+0.02,+0.04,+0.01,+8.129,+0.760,+0.01,-0.02,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10970,2024-12-18,16:51:06,690,-0.005,-0.001,-0.003,-0.005,+0.03,+0.03,+0.01,+0.07,+0.03,+8.132,+0.762,+0.00,+0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10971,2024-12-18,16:51:06,700,-0.007,-0.004,-0.001,-0.007,+0.01,+0.04,+0.02,+0.04,+0.01,+8.132,+0.762,-0.01,-0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10972,2024-12-18,16:51:06,710,-0.008,-0.002,-0.001,-0.004,+0.03,+0.04,+0.01,+0.06,+0.03,+8.129,+0.764,+0.01,+0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10973,2024-12-18,16:51:06,720,-0.008,+0.000,-0.003,-0.004,+0.02,+0.01,+0.03,+0.03,+0.00,+8.127,+0.766,+0.01,+0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10974,2024-12-18,16:51:06,730,-0.006,-0.001,-0.001,-0.005,+0.01,+0.03,+0.01,+0.04,+0.01,+8.130,+0.761,+0.04,-0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10975,2024-12-18,16:51:06,740,-0.006,-0.003,-0.002,-0.006,+0.04,+0.02,+0.01,+0.04,+0.01,+8.127,+0.761,+0.01,-0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10976,2024-12-18,16:51:06,750,-0.007,+0.000,-0.003,-0.004,+0.04,+0.01,+0.03,+0.05,+0.03,+8.127,+0.762,+0.01,+0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10977,2024-12-18,16:51:06,760,-0.006,-0.001,-0.000,-0.005,+0.02,+0.03,+0.01,+0.06,+0.04,+8.130,+0.761,+0.01,+0.02,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10978,2024-12-18,16:51:06,770,-0.005,-0.001,-0.002,-0.005,+0.04,+0.03,+0.02,+0.07,+0.04,+8.127,+0.763,+0.01,+0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10979,2024-12-18,16:51:06,780,-0.006,-0.004,-0.002,-0.005,+0.02,+0.04,-0.01,+0.04,+0.03,+8.127,+0.762,+0.01,+0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10980,2024-12-18,16:51:06,790,-0.006,+0.000,-0.002,-0.004,+0.02,-0.01,+0.01,+0.07,+0.04,+8.129,+0.763,+0.02,+0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10981,2024-12-18,16:51:06,800,-0.007,-0.000,-0.004,-0.004,+0.01,+0.03,+0.03,+0.05,+0.01,+8.130,+0.762,+0.04,+0.04,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10982,2024-12-18,16:51:06,810,-0.007,-0.001,-0.001,-0.005,+0.03,+0.03,+0.03,+0.04,+0.05,+8.132,+0.763,+0.04,-0.02,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10983,2024-12-18,16:51:06,820,-0.006,-0.003,-0.003,-0.005,+0.03,+0.02,+0.01,+0.04,+0.04,+8.133,+0.760,+0.03,-0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10984,2024-12-18,16:51:06,830,-0.006,-0.001,-0.004,-0.004,+0.01,+0.04,+0.04,+0.04,+0.03,+8.134,+0.762,+0.01,+0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10985,2024-12-18,16:51:06,840,-0.005,+0.000,-0.001,-0.005,+0.01,+0.02,+0.01,+0.04,+0.02,+8.133,+0.765,+0.03,+0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10986,2024-12-18,16:51:06,850,-0.004,-0.002,-0.003,-0.007,+0.03,+0.01,+0.03,+0.05,+0.04,+8.135,+0.763,+0.03,+0.03,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10987,2024-12-18,16:51:06,860,-0.004,-0.002,-0.003,-0.004,+0.01,+0.03,+0.00,+0.03,+0.03,+8.133,+0.765,+0.02,+0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10988,2024-12-18,16:51:06,870,-0.005,-0.002,+0.001,-0.004,+0.03,+0.01,+0.03,+0.07,+0.06,+8.135,+0.764,+0.01,-0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10989,2024-12-18,16:51:06,880,-0.006,+0.001,-0.002,-0.005,+0.02,+0.03,+0.00,+0.04,+0.02,+8.136,+0.762,+0.04,+0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10990,2024-12-18,16:51:06,890,-0.008,-0.002,-0.002,-0.007,+0.04,+0.03,+0.01,+0.04,+0.04,+8.135,+0.762,+0.01,+0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10991,2024-12-18,16:51:06,900,-0.007,-0.002,-0.001,-0.003,+0.04,+0.04,+0.01,+0.05,+0.03,+8.133,+0.764,+0.02,-0.02,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10992,2024-12-18,16:51:06,910,-0.006,-0.001,-0.004,-0.004,+0.03,+0.04,+0.02,+0.05,+0.06,+8.133,+0.762,+0.04,-0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10993,2024-12-18,16:51:06,920,-0.007,-0.001,-0.002,-0.005,+0.01,+0.01,+0.01,+0.03,+0.03,+8.139,+0.761,+0.02,-0.03,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10994,2024-12-18,16:51:06,930,-0.007,-0.000,-0.003,-0.005,+0.04,+0.03,+0.01,+0.06,+0.04,+8.139,+0.762,+0.01,+0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10995,2024-12-18,16:51:06,940,-0.005,-0.003,-0.003,-0.004,+0.04,+0.01,+0.00,+0.05,+0.02,+8.140,+0.763,+0.03,-0.01,+0.05,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10996,2024-12-18,16:51:06,950,-0.005,+0.000,-0.002,-0.005,+0.04,+0.03,+0.01,+0.06,+0.06,+8.139,+0.762,+0.01,-0.03,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10997,2024-12-18,16:51:06,960,-0.006,+0.000,-0.002,-0.006,+0.04,+0.04,+0.01,+0.04,+0.01,+8.138,+0.762,+0.01,-0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10998,2024-12-18,16:51:06,970,-0.008,-0.002,-0.003,-0.005,+0.02,+0.01,+0.00,+0.06,+0.04,+8.139,+0.762,+0.01,+0.03,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10999,2024-12-18,16:51:06,980,-0.007,-0.003,-0.002,-0.005,+0.03,+0.01,+0.03,+0.07,+0.01,+8.136,+0.761,+0.04,-0.02,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
11000,2024-12-18,16:51:06,990,-0.009,-0.001,-0.002,-0.004,+0.01,+0.01,+0.01,+0.04,+0.03,+8.146,+0.762,+0.03,+0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
11001,2024-12-18,16:51:07,0,-0.007,+0.001,-0.003,-0.005,+0.06,+0.01,+0.01,+0.06,+0.01,+8.147,+0.765,+0.01,-0.02,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
11002,2024-12-18,16:51:07,10,-0.007,-0.002,+0.000,-0.004,+0.01,+0.01,+0.02,+0.07,+0.04,+8.145,+0.762,+0.01,+0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
11003,2024-12-18,16:51:07,20,-0.006,-0.003,-0.002,-0.004,+0.01,+0.04,+0.01,+0.04,+0.02,+8.147,+0.762,+0.03,-0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
11004,2024-12-18,16:51:07,30,-0.006,-0.000,-0.003,-0.005,+0.01,+0.03,-0.01,+0.04,+0.02,+8.147,+0.761,+0.02,+0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
11005,2024-12-18,16:51:07,40,-0.005,-0.001,-0.002,-0.007,+0.04,+0.02,+0.01,+0.05,+0.01,+8.149,+0.762,+0.00,-0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
11006,2024-12-18,16:51:07,50,-0.005,-0.003,-0.003,-0.004,+0.04,+0.02,+0.01,+0.04,+0.04,+8.148,+0.761,+0.00,+0.00,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
11007,2024-12-18,16:51:07,60,-0.006,-0.003,-0.002,-0.004,+0.01,+0.02,+0.02,+0.05,+0.02,+8.148,+0.762,+0.03,+0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
11008,2024-12-18,16:51:07,70,-0.008,-0.001,-0.002,-0.006,+0.04,+0.03,+0.01,+0.04,+0.04,+8.147,+0.764,+0.02,+0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
11009,2024-12-18,16:51:07,80,-0.007,-0.000,-0.003,-0.006,+0.03,+0.03,+0.03,+0.04,+0.00,+8.148,+0.760,+0.03,+0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
11010,2024-12-18,16:51:07,90,-0.006,-0.002,-0.001,-0.003,+0.04,+0.03,-0.01,+0.07,+0.05,+8.147,+0.763,+0.03,+0.02,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
11011,2024-12-18,16:51:07,100,-0.006,-0.002,-0.003,-0.005,+0.05,+0.04,+0.01,+0.04,+0.01,+8.147,+0.762,+0.04,-0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
11012,2024-12-18,16:51:07,110,-0.006,-0.002,-0.004,-0.006,+0.04,+0.01,+0.04,+0.04,+0.06,+8.147,+0.761,+0.04,+0.00,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
11013,2024-12-18,16:51:07,120,-0.005,-0.001,-0.002,-0.004,+0.01,+0.01,+0.04,+0.06,+0.03,+8.150,+0.763,+0.01,+0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
11014,2024-12-18,16:51:07,130,-0.004,-0.003,-0.001,-0.003,+0.01,+0.04,+0.01,+0.03,+0.03,+8.147,+0.761,+0.06,-0.02,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
11015,2024-12-18,16:51:07,140,-0.005,-0.002,-0.003,-0.003,+0.01,+0.02,+0.01,+0.06,+0.01,+8.148,+0.763,+0.03,+0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
11016,2024-12-18,16:51:07,150,-0.006,+0.000,-0.002,-0.006,+0.01,+0.04,+0.04,+0.07,+0.05,+8.149,+0.762,+0.03,+0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
11017,2024-12-18,16:51:07,160,-0.007,-0.001,-0.002,-0.003,+0.01,+0.01,+0.01,+0.05,+0.02,+8.150,+0.762,+0.01,-0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
11018,2024-12-18,16:51:07,170,-0.007,-0.003,-0.002,-0.004,+0.02,+0.02,+0.01,+0.04,+0.04,+8.152,+0.764,+0.01,+0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
11019,2024-12-18,16:51:07,180,-0.007,-0.001,-0.002,-0.005,+0.01,+0.04,-0.01,+0.04,+0.01,+8.150,+0.758,+0.04,-0.02,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
11020,2024-12-18,16:51:07,190,-0.006,-0.002,-0.004,-0.005,+0.02,+0.00,+0.03,+0.04,+0.04,+8.158,+0.762,+0.00,+0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
11021,2024-12-18,16:51:07,200,-0.006,-0.002,-0.002,-0.004,+0.03,+0.04,+0.02,+0.07,+0.01,+8.156,+0.761,+0.02,+0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
11022,2024-12-18,16:51:07,210,-0.006,-0.004,-0.003,-0.004,+0.03,+0.04,+0.01,+0.04,+0.04,+8.157,+0.763,+0.01,+0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
11023,2024-12-18,16:51:07,220,-0.005,-0.002,-0.004,-0.007,+0.02,+0.03,+0.00,+0.04,+0.03,+8.158,+0.763,+0.03,-0.02,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
11024,2024-12-18,16:51:07,230,-0.005,+0.001,-0.001,-0.005,+0.02,+0.03,-0.01,+0.05,+0.04,+8.158,+0.761,+0.03,+0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
11025,2024-12-18,16:51:07,240,-0.006,-0.001,-0.001,-0.003,+0.03,+0.03,+0.03,+0.04,+0.01,+8.154,+0.762,+0.04,-0.02,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
11026,2024-12-18,16:51:07,250,-0.007,-0.003,-0.004,-0.004,+0.04,+0.04,+0.01,+0.04,+0.04,+8.158,+0.762,+0.01,+0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
11027,2024-12-18,16:51:07,260,-0.007,-0.002,-0.002,-0.006,+0.02,+0.02,+0.01,+0.04,+0.03,+8.158,+0.763,+0.01,-0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
11028,2024-12-18,16:51:07,270,-0.007,-0.001,-0.003,-0.004,+0.04,+0.01,+0.04,+0.04,+0.02,+8.159,+0.761,+0.02,-0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
11029,2024-12-18,16:51:07,280,-0.007,-0.001,-0.004,-0.004,+0.04,+0.01,+0.03,+0.05,+0.03,+8.158,+0.763,+0.01,-0.02,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
11030,2024-12-18,16:51:07,290,-0.006,-0.002,-0.001,-0.006,+0.04,+0.01,+0.00,+0.05,+0.04,+8.159,+0.762,+0.03,+0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
11031,2024-12-18,16:51:07,300,-0.007,-0.002,-0.004,-0.005,+0.03,+0.03,+0.02,+0.04,+0.01,+8.159,+0.762,+0.01,-0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
11032,2024-12-18,16:51:07,310,-0.005,-0.000,-0.002,-0.004,+0.03,+0.02,+0.01,+0.02,+0.02,+8.159,+0.761,+0.02,+0.00,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
11033,2024-12-18,16:51:07,320,-0.004,-0.002,-0.003,-0.004,+0.02,+0.03,+0.00,+0.06,+0.03,+8.158,+0.762,+0.03,-0.02,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
11034,2024-12-18,16:51:07,330,-0.005,-0.003,-0.004,-0.005,+0.03,+0.02,+0.02,+0.05,+0.04,+8.161,+0.763,+0.01,+0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
11035,2024-12-18,16:51:07,340,-0.006,-0.001,-0.001,-0.005,+0.04,+0.00,+0.03,+0.05,+0.01,+8.159,+0.764,+0.01,-0.01,+0.06,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
11036,2024-12-18,16:51:07,350,-0.009,+0.000,-0.002,-0.003,+0.01,+0.01,+0.03,+0.03,+0.05,+8.158,+0.762,+0.02,-0.01,+0.00,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
11037,2024-12-18,16:51:07,360,-0.008,-0.001,-0.003,-0.005,+0.01,+0.03,+0.00,+0.04,+0.03,+8.160,+0.762,+0.02,+0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
11038,2024-12-18,16:51:07,370,-0.005,-0.002,-0.001,-0.006,+0.02,+0.04,+0.03,+0.06,+0.03,+8.159,+0.764,+0.01,+0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
11039,2024-12-18,16:51:07,380,-0.005,-0.002,-0.002,-0.006,+0.04,+0.03,+0.00,+0.04,+0.01,+8.158,+0.762,+0.01,-0.02,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
11040,2024-12-18,16:51:07,390,-0.006,-0.001,-0.003,-0.005,+0.02,+0.02,+0.01,+0.06,+0.06,+8.162,+0.761,+0.01,+0.00,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
11041,2024-12-18,16:51:07,400,-0.005,-0.002,-0.001,-0.004,+0.03,+0.01,+0.01,+0.06,+0.03,+8.162,+0.762,+0.04,-0.04,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
11042,2024-12-18,16:51:07,410,-0.005,-0.004,-0.003,-0.006,+0.04,+0.01,+0.01,+0.04,+0.04,+8.161,+0.762,+0.04,+0.03,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
